Company,TypeName,OpSys,Resolution_Width,Resolution_Height,Pixels,IPS,Touchscreen,Inches,Weight,Ram,Memory_SSD,Memory_HDD,Memory_Hybrid,Memory_Flash,Gpu_Nvidia,Gpu_AMD,Gpu_Intel,Gpu_ARM,Cpu_Intel,Cpu_AMD,Cpu_Samsung,Cpu_GHz,Price
Xiaomi,Ultrabook,No OS,1920,1080,2073600,1,0,13.3,1.3,8,256,0,0,0,1,0,0,0,1,0,0,2.5,53274.672
Lenovo,Notebook,No OS,1600,900,1440000,0,0,17.3,2.8,8,256,0,0,0,1,0,0,0,1,0,0,1.6,37189.44
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.62,8,0,1024,0,0,0,0,1,0,1,0,0,1.8,44701.92
HP,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,2.5,8,0,1024,0,0,1,0,0,0,1,0,0,1.6,48697.92
Razer,Gaming,Windows 10,3840,2160,8294400,0,1,17.3,3.49,32,1024,0,0,0,1,0,0,0,1,0,0,2.9,324954.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,13.3,1.49,8,512,0,0,0,0,0,1,0,1,0,0,1.6,51095.52
HP,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,3.35,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,73473.12
HP,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.5,8,256,0,0,0,1,0,0,0,1,0,0,1.8,55677.6
Dell,Gaming,Windows 10,3840,2160,8294400,1,0,15.6,2.65,16,512,1024,0,0,1,0,0,0,1,0,0,2.8,98301.6
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,128,0,0,0,0,0,1,0,1,0,0,2.3,26267.04
Acer,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.23,8,0,1024,0,0,1,0,0,0,1,0,0,2.7,39533.76
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,3.2,16,512,1024,0,0,1,0,0,0,1,0,0,2.8,93186.72
Dell,Workstation,Windows 10,3840,2160,8294400,0,0,15.6,2.8,16,256,1024,0,0,1,0,0,0,1,0,0,3.0,162770.4
Lenovo,Gaming,No OS,1920,1080,2073600,0,0,15.6,2.4,16,512,0,0,0,1,0,0,0,1,0,0,2.8,74485.44
Dell,Notebook,Windows 10,1366,768,1049088,0,1,15.6,2.3,6,0,1024,0,0,0,0,1,0,1,0,0,2.4,23389.92
Dell,Ultrabook,Windows 10,3840,2160,8294400,1,1,13.3,1.21,8,256,0,0,0,0,0,1,0,1,0,0,1.8,103842.72
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,1.8,77202.72
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,256,0,0,0,0,0,1,0,1,0,0,2.5,31808.16
Acer,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.4,8,0,1024,0,0,1,0,0,0,1,0,0,2.8,41505.12
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.9,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,74964.96
HP,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.1,4,0,500,0,0,0,0,1,0,1,0,0,2.0,18594.72
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,0,0,1,0,1,0,0,2.5,29250.72
Huawei,Ultrabook,Windows 10,2160,1440,3110400,1,0,13.0,1.05,8,512,0,0,0,0,0,1,0,1,0,0,2.7,79866.72
Dell,Ultrabook,Windows 10,1920,1080,2073600,1,0,13.3,1.4,8,256,0,0,0,0,1,0,0,1,0,0,1.8,49650.5664
Lenovo,Notebook,No OS,1600,900,1440000,0,0,17.3,2.8,8,0,1024,0,0,1,0,0,0,1,0,0,2.5,31381.92
HP,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.63,8,256,0,0,0,1,0,0,0,1,0,0,1.8,54931.68
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.6,8,256,0,0,0,0,0,1,0,1,0,0,1.6,61218.72
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.62,16,512,0,0,0,0,0,1,0,1,0,0,1.8,68145.12
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,0,1,0,0,1,0,0,1.6,36089.208
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,0,14.0,1.74,8,256,0,0,0,0,0,1,0,1,0,0,1.6,47898.72
Toshiba,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,2.5,72620.64
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,8,0,1024,0,0,0,0,1,0,1,0,0,1.6,42304.32
Dell,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,4.42,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,130873.7952
Acer,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,1,0,0,0,1,0,0,2.7,44328.96
Dell,Notebook,Windows 10,1920,1080,2073600,0,1,15.6,2.3,16,0,1024,0,0,0,1,0,0,1,0,0,2.7,45768.0528
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.0,8,256,0,0,0,1,0,0,0,1,0,0,2.5,40972.32
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.69,8,256,500,0,0,1,0,0,0,1,0,0,2.5,47472.48
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,0,1024,0,0,0,1,0,0,1,0,0,2.7,67612.32
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.37,4,0,1024,0,0,0,0,1,0,1,0,0,2.4,21258.1872
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,0,500,0,0,0,1,0,0,0,1,0,1.5,17582.4
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,3.2,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,79866.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.6,8,256,0,0,0,0,0,1,0,1,0,0,2.5,45767.52
Acer,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.6,8,256,0,0,0,0,0,1,0,1,0,0,2.3,36709.92
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.36,16,256,0,0,0,0,1,0,0,1,0,0,2.7,47898.72
Acer,Notebook,Linux,1366,768,1049088,0,0,15.6,2.1,4,0,1024,0,0,0,0,1,0,1,0,0,2.0,20779.2
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,128,1024,0,0,0,1,0,0,0,1,0,2.5,30636.0
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,4.7,32,512,1024,0,0,1,0,0,0,1,0,0,2.9,207259.2
Acer,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.5,8,256,0,0,0,1,0,0,0,1,0,0,2.5,45074.88
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,128,0,0,0,0,0,1,0,1,0,0,2.0,31381.92
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.1,8,128,1024,0,0,1,0,0,0,1,0,0,1.8,61005.6
Asus,Notebook,No OS,1920,1080,2073600,0,0,17.3,2.69,8,128,1024,0,0,1,0,0,0,1,0,0,2.7,47365.92
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.56,8,256,0,0,0,1,0,0,0,1,0,0,2.5,46833.12
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.9,1.38,8,256,0,0,0,0,0,1,0,1,0,0,2.7,57489.12
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,128,2048,0,0,0,1,0,0,1,0,0,1.8,52480.8
HP,Notebook,Windows 10,1366,768,1049088,0,1,15.6,2.04,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,29783.52
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.6,16,256,0,0,0,1,0,0,0,1,0,0,2.9,159786.72
HP,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.49,4,0,500,0,0,0,0,1,0,1,0,0,1.6,35964.0
Apple,Ultrabook,macOS,2560,1600,4096000,1,0,13.3,1.37,8,512,0,0,0,0,0,1,0,1,0,0,3.1,108691.2
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,15.6,2.08,8,0,1024,0,0,0,0,1,0,1,0,0,1.8,43636.32
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,4.3,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,95850.72
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.68,4,0,1024,0,0,0,1,0,0,0,1,0,3.0,24988.32
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.9,1.37,8,512,0,0,0,0,0,1,0,1,0,0,1.8,98514.72
Acer,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,3.0,4,256,0,0,0,1,0,0,0,1,0,0,2.7,37402.56
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,1.41,8,256,0,0,0,0,0,1,0,1,0,0,1.6,50562.72
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.91,8,128,0,0,0,0,1,0,0,0,1,0,2.5,23757.552
HP,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,2.9,16,0,1024,0,0,1,0,0,0,1,0,0,1.8,56423.52
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,4.14,16,512,1024,0,0,1,0,0,0,1,0,0,2.8,133146.72
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,15.6,2.0,8,512,0,0,0,1,0,0,0,1,0,0,2.8,90522.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.8,8,128,1024,0,0,0,1,0,0,1,0,0,1.8,60845.76
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.2,4,256,0,0,0,0,0,1,0,1,0,0,2.0,23656.32
HP,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.1,4,0,500,0,0,0,0,1,0,1,0,0,1.6,38468.16
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.18,4,0,1024,0,0,0,0,1,0,1,0,0,2.5,35004.96
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.24,8,0,1024,0,0,0,1,0,0,1,0,0,2.5,30103.2
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,15.6,2.67,8,256,0,0,0,0,0,1,0,1,0,0,1.6,42570.72
Asus,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.1,8,1024,0,0,0,0,0,1,0,1,0,0,1.8,79866.72
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.2,4,0,1024,0,0,0,0,1,0,1,0,0,2.5,24881.76
HP,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.5,8,0,1024,0,0,1,0,0,0,1,0,0,1.8,54239.04
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.05,8,256,0,0,0,0,0,1,0,1,0,0,1.8,46886.4
Apple,Ultrabook,macOS,2560,1600,4096000,1,0,13.3,1.37,8,512,0,0,0,0,0,1,0,1,0,0,2.9,104370.192
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.2,16,256,1024,0,0,0,1,0,0,0,1,0,3.0,82530.72
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.14,8,256,0,0,0,0,1,0,0,1,0,0,1.8,39164.5296
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,3686400,0,1,14.0,1.36,16,512,0,0,0,0,0,1,0,1,0,0,2.6,133146.72
Toshiba,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,0,500,0,0,1,0,0,0,1,0,0,2.5,43263.36
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.3,12,0,1024,0,0,0,0,1,0,1,0,0,2.7,37992.3696
Dell,Notebook,Linux,1920,1080,2073600,0,0,17.3,2.8,8,128,1024,0,0,0,1,0,0,1,0,0,1.8,58554.72
Acer,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.2,8,0,1024,0,0,1,0,0,0,1,0,0,1.8,39693.6
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.8,4,0,1024,0,0,0,0,1,0,1,0,0,2.0,26053.92
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,17.3,2.8,8,0,2048,0,0,1,0,0,0,1,0,0,1.8,45234.72
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.8,6,128,1024,0,0,1,0,0,0,1,0,0,2.7,45767.52
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.25,4,0,1024,0,0,0,1,0,0,1,0,0,2.0,22803.84
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.5,8,256,0,0,0,1,0,0,0,1,0,0,2.5,44169.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,6,256,0,0,0,0,0,1,0,1,0,0,2.5,30849.12
Acer,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,3.0,8,256,0,0,0,1,0,0,0,1,0,0,1.8,50669.28
Acer,Notebook,Windows 10,1920,1080,2073600,1,1,15.6,2.15,12,0,1024,0,0,0,0,1,0,1,0,0,2.7,35111.52
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,1.95,8,256,0,0,0,0,0,1,0,1,0,0,2.7,58448.16
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.7,8,256,0,0,0,1,0,0,0,1,0,0,2.5,52054.56
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.5,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,62817.12
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.2,8,0,1024,0,0,1,0,0,0,1,0,0,2.7,35112.0528
Acer,Notebook,Chrome OS,1366,768,1049088,0,0,15.6,2.19,2,16,0,0,0,0,0,1,0,1,0,0,1.5,10602.72
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.0,8,0,1024,0,0,1,0,0,0,1,0,0,2.8,63243.36
HP,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.54,8,0,1024,0,0,0,0,1,0,1,0,0,2.0,26053.92
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.0,8,256,0,0,0,1,0,0,0,1,0,0,2.8,97449.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.05,8,256,0,0,0,0,0,1,0,1,0,0,1.6,39373.92
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,3.2,8,0,1024,0,0,1,0,0,0,1,0,0,2.8,69210.72
Acer,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.5,8,256,0,0,0,1,0,0,0,1,0,0,2.8,52161.12
Dell,Workstation,Windows 10,1920,1080,2073600,0,0,17.3,3.42,16,256,0,0,0,1,0,0,0,1,0,0,2.9,153705.3408
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.4,6,0,1024,0,0,0,1,0,0,0,1,0,2.4,26586.72
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.63,16,512,0,0,0,1,0,0,0,1,0,0,2.7,78215.04
Asus,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.3,4,128,0,0,0,0,0,1,0,1,0,0,2.4,27119.52
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.9,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,113060.16
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.8,6,0,1024,0,0,1,0,0,0,1,0,0,2.5,34578.72
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,2.2,8,0,2048,0,0,1,0,0,0,1,0,0,2.5,29250.72
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.5,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,67399.2
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,2.2,4,0,1024,0,0,0,0,1,0,1,0,0,1.1,19180.2672
HP,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.28,16,256,0,0,0,0,0,1,0,1,0,0,2.8,105228.0
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.2,8,256,0,0,0,1,0,0,0,1,0,0,2.5,55571.04
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.3,8,128,1024,0,0,1,0,0,0,1,0,0,2.5,43636.32
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.86,4,0,1024,0,0,0,0,1,0,1,0,0,2.0,24988.32
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.1,8,256,0,0,0,0,0,1,0,1,0,0,2.5,53226.72
Dell,Ultrabook,Windows 10,3840,2160,8294400,1,1,13.3,1.21,16,1024,0,0,0,0,0,1,0,1,0,0,1.8,133146.72
MSI,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.8,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,111834.72
Acer,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.23,8,256,0,0,0,0,1,0,0,0,1,0,2.2,24988.32
Asus,2 in 1 Convertible,Windows 10,1366,768,1049088,0,1,11.6,1.1,2,0,0,0,32,0,0,1,0,1,0,0,1.1,14652.0
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.33,8,128,1024,0,0,0,1,0,0,1,0,0,1.6,44968.32
HP,2 in 1 Convertible,Windows 10,3840,2160,8294400,1,1,13.3,1.29,16,1024,0,0,0,0,0,1,0,1,0,0,1.8,130482.72
Lenovo,Notebook,Chrome OS,1366,768,1049088,0,0,13.3,1.45,4,0,0,0,16,0,0,1,0,1,0,0,1.6,24503.472
HP,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.95,8,256,0,0,0,0,0,1,0,1,0,0,2.5,52214.4
Acer,Notebook,Windows 10,1366,768,1049088,0,0,11.6,1.4,4,0,0,0,128,0,0,1,0,1,0,0,1.6,25840.8
HP,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.48,8,256,0,0,0,0,0,1,0,1,0,0,2.7,68837.76
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.79,4,0,1024,0,0,1,0,0,0,1,0,0,2.5,31381.92
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,2.0,8,256,0,0,0,0,0,1,0,1,0,0,2.7,58288.32
HP,Notebook,Windows 10,1366,768,1049088,1,0,15.6,2.1,8,0,1024,0,0,0,0,1,0,1,0,0,1.8,48058.56
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,256,0,0,0,0,1,0,0,0,1,0,2.7,35111.52
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.44,4,0,0,0,32,0,0,1,0,1,0,0,1.1,15557.76
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.23,6,0,1024,0,0,0,0,1,0,1,0,0,2.5,29250.72
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.7,8,256,0,0,0,1,0,0,0,1,0,0,2.7,55938.672
HP,Ultrabook,Windows 10,1920,1080,2073600,0,0,12.5,1.26,8,256,0,0,0,0,0,1,0,1,0,0,2.7,71128.8
Dell,Notebook,Windows 10,3840,2160,8294400,0,1,15.6,2.06,32,1024,0,0,0,1,0,0,0,1,0,0,2.8,140605.92
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.7,8,256,1024,0,0,1,0,0,0,1,0,0,2.8,63882.72
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.0,8,256,0,0,0,0,0,1,0,1,0,0,2.5,50243.04
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,2.0,8,256,1024,0,0,0,0,1,0,1,0,0,2.7,71075.52
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.85,4,0,1024,0,0,0,0,1,0,1,0,0,2.0,23922.72
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.5,8,256,0,0,0,1,0,0,0,1,0,0,2.8,53226.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.48,8,256,0,0,0,0,0,1,0,1,0,0,2.6,67559.04
Dell,Ultrabook,Windows 10,1920,1080,2073600,1,0,15.6,1.9,8,128,1024,0,0,1,0,0,0,1,0,0,1.6,55890.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.84,8,256,0,0,0,0,0,1,0,1,0,0,2.5,60952.32
Asus,Notebook,Linux,1366,768,1049088,0,0,15.6,2.0,4,0,1024,0,0,0,0,1,0,1,0,0,1.1,14651.4672
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.0,8,256,0,0,0,1,0,0,0,1,0,0,1.6,60885.72
Dell,Notebook,Linux,1366,768,1049088,0,0,15.6,2.2,4,0,500,0,0,0,0,1,0,1,0,0,1.6,14646.672
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,12,0,2048,0,0,0,1,0,0,0,1,0,3.6,47898.72
HP,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.1,8,0,1024,0,0,1,0,0,0,1,0,0,2.4,38148.48
Lenovo,2 in 1 Convertible,Windows 10,3840,2160,8294400,1,1,13.9,1.4,16,512,0,0,0,0,0,1,0,1,0,0,1.8,111834.72
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,1.8,84129.12
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.4,16,256,2048,0,0,1,0,0,0,1,0,0,2.8,60153.12
HP,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.44,2,0,0,0,32,0,0,1,0,1,0,0,1.6,14865.12
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.88,16,768,0,0,0,0,0,1,0,1,0,0,1.9,85672.1088
Asus,2 in 1 Convertible,Windows 10,1366,768,1049088,0,1,11.6,1.5,4,0,0,0,32,0,0,1,0,1,0,0,1.1,19980.0
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,0,1024,0,0,0,1,0,0,1,0,0,1.6,35324.64
Dell,Notebook,Windows 10,3840,2160,8294400,0,1,15.6,2.06,16,512,0,0,0,1,0,0,0,1,0,0,2.8,108020.9376
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.84,8,256,0,0,0,0,0,1,0,1,0,0,2.7,69477.12
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.7,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,75071.52
HP,Workstation,Windows 10,1920,1080,2073600,0,0,15.6,2.6,8,256,0,0,0,1,0,0,0,1,0,0,2.8,92615.0256
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.4,16,512,0,0,0,1,0,0,0,1,0,0,2.5,74751.84
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.02,8,128,2048,0,0,0,1,0,0,1,0,0,1.8,51729.552
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,2.2,4,0,1024,0,0,0,0,1,0,1,0,0,1.1,17155.6272
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.65,8,0,1024,0,0,1,0,0,0,1,0,0,2.5,53226.72
Dell,Notebook,Windows 10,1366,768,1049088,0,1,15.6,2.36,8,0,2048,0,0,0,0,1,0,1,0,0,2.5,29696.6736
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.36,8,256,0,0,0,0,0,1,0,1,0,0,2.6,76030.56
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.86,4,0,500,0,0,0,0,1,0,1,0,0,2.0,23389.92
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,2.0,8,256,0,0,0,0,0,1,0,1,0,0,2.5,50349.6
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.8,6,128,1024,0,0,1,0,0,0,1,0,0,2.5,38308.32
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.86,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,34045.92
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,2.2,8,256,0,0,0,1,0,0,0,1,0,0,2.0,26586.72
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.04,8,0,2048,0,0,0,0,1,0,1,0,0,1.6,20725.92
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.8,8,128,1024,0,0,0,1,0,0,1,0,0,1.6,57808.8
Lenovo,Gaming,No OS,1920,1080,2073600,1,0,15.6,2.4,8,128,1024,0,0,1,0,0,0,1,0,0,2.5,43103.52
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.33,8,256,0,0,0,0,1,0,0,1,0,0,2.7,47898.72
HP,Ultrabook,Windows 10,1920,1080,2073600,1,0,14.0,1.36,8,256,0,0,0,0,0,1,0,1,0,0,2.7,93240.0
Asus,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,15.6,2.26,12,512,2048,0,0,1,0,0,0,1,0,0,2.7,58554.72
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,128,0,0,0,0,1,0,0,0,1,0,3.0,22697.28
Asus,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,3.25,16,256,1024,0,0,0,1,0,0,0,1,0,3.0,117162.72
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.6,4,128,0,0,0,0,1,0,0,0,1,0,2.2,26053.92
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.62,8,256,0,0,0,0,0,1,0,1,0,0,1.8,46300.8528
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.91,4,256,0,0,0,0,1,0,0,0,1,0,3.0,26053.3872
Lenovo,Netbook,Windows 10,1366,768,1049088,1,0,11.6,1.59,4,128,0,0,0,0,0,1,0,1,0,0,1.1,29463.84
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.8,4,0,500,0,0,0,0,1,0,1,0,0,1.6,16463.52
Asus,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.5,4,0,0,0,32,0,0,1,0,1,0,0,1.1,15238.08
Acer,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.4,8,0,1024,0,0,1,0,0,0,1,0,0,2.8,45074.88
HP,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,3.35,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,63456.48
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,1.85,4,128,0,0,0,0,0,1,0,1,0,0,2.0,21498.48
Asus,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.3,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,88178.4
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.5,8,256,0,0,0,1,0,0,0,1,0,0,2.5,58554.72
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,1,13.3,1.1,16,512,0,0,0,0,0,1,0,1,0,0,2.7,93181.392
Lenovo,Ultrabook,Windows 10,2560,1440,3686400,1,0,14.0,1.13,8,512,0,0,0,0,0,1,0,1,0,0,2.7,121584.96
